transaction_id,sender_account,receiver_account,amount,currency,timestamp,channel,branch_code,reference_number,is_fraud,typology
TXN-323AFAAD6752,ACC-8637,ACC-4474,109935.85,INR,2026-05-19T11:21:10.384286,UPI,BR-644,REF-794769,False,
TXN-3CDBA42656A5,ACC-4856,ACC-1896,62881.26,INR,2026-05-25T04:25:31.384286,IMPS,BR-998,REF-618711,False,
TXN-D710D3EFCE8F,ACC-8562,ACC-7889,72038.5,INR,2026-05-21T05:07:10.384286,UPI,BR-603,REF-649167,False,
TXN-424ED097EA1C,ACC-7907,ACC-4060,2331867.39,INR,2026-05-16T10:55:03.384286,NEFT,BR-188,REF-660768,True,round_trip_layering
TXN-686F8F360DA2,ACC-5932,ACC-1080,1669010.8,INR,2026-05-09T18:39:42.384286,NEFT,BR-751,REF-695071,True,round_trip_layering
TXN-29DAF0A2623F,ACC-7803,ACC-7279,192405.04,INR,2026-05-27T15:50:25.384286,RTGS,BR-814,REF-681214,False,
TXN-A16986B6135E,ACC-7684,ACC-9885,10647.2,INR,2026-05-09T06:31:59.384286,CARD,BR-875,REF-813459,False,
TXN-5B5603D131F5,ACC-2135,ACC-2231,295378.76,INR,2026-05-04T02:28:33.384286,NEFT,BR-100,REF-477413,True,fan_out_fan_in
TXN-B82EDDE2766D,ACC-7742,ACC-2095,5447389.12,INR,2026-05-07T11:52:47.384286,CARD,BR-328,REF-898823,True,round_trip_layering
TXN-01466A1A62D5,ACC-4982,ACC-8212,85854.62,INR,2026-05-24T11:26:14.384286,UPI,BR-467,REF-471703,True,fan_out_fan_in
TXN-5FABEBAB6454,ACC-1000,ACC-1848,190678.42,INR,2026-05-23T21:35:13.384286,NEFT,BR-453,REF-872442,True,fan_out_fan_in
TXN-974B246A4BC4,ACC-3619,ACC-8973,434309.45,INR,2026-05-29T01:14:42.384286,NEFT,BR-575,REF-683987,True,fan_out_fan_in
TXN-818F3FD367A2,ACC-2177,ACC-8538,187519.09,INR,2026-05-09T09:27:14.384286,RTGS,BR-241,REF-317058,True,structuring
TXN-BAAE7C4FC2A2,ACC-9534,ACC-2691,131924.63,INR,2026-05-19T12:36:11.384286,NEFT,BR-691,REF-169090,False,
TXN-E3FAE1E26261,ACC-5310,ACC-8697,3015070.96,INR,2026-05-27T13:18:36.384286,IMPS,BR-482,REF-123849,False,
TXN-86F18803AE9E,ACC-2980,ACC-7172,27125.14,INR,2026-05-05T12:19:44.384286,UPI,BR-149,REF-369427,False,
TXN-434954F28CB8,ACC-4810,ACC-6858,539262.24,INR,2026-05-25T14:13:45.782376,UPI,BR-757,REF-677904,True,mule_chain
TXN-0B3CF0466B5A,ACC-8395,ACC-2329,39792.66,INR,2026-05-28T00:39:25.384286,NEFT,BR-533,REF-591845,False,
TXN-BD9139D46331,ACC-8595,ACC-4080,37525.59,INR,2026-05-26T10:39:15.384286,NEFT,BR-505,REF-429370,False,
TXN-1D6ABB5E12AA,ACC-4515,ACC-4193,574200.01,INR,2026-05-27T01:42:14.384286,UPI,BR-803,REF-229992,True,fan_out_fan_in
TXN-55C97844FC0C,ACC-2642,ACC-3436,695202.01,INR,2026-05-28T12:20:48.384286,UPI,BR-668,REF-317379,True,round_trip_layering
TXN-62421F293CF0,ACC-1813,ACC-6785,56218.92,INR,2026-05-22T05:38:45.384286,UPI,BR-156,REF-865245,False,
TXN-421E02075FFD,ACC-8635,ACC-5414,544310.68,INR,2026-05-27T06:17:10.384286,RTGS,BR-231,REF-780280,False,
TXN-BA94D3407346,ACC-2261,ACC-8198,937982.41,INR,2026-05-02T08:10:50.445592,IMPS,BR-918,REF-281225,True,mule_chain
TXN-82A9D5A3FD42,ACC-6902,ACC-2685,182778.42,INR,2026-05-07T04:01:37.691978,RTGS,BR-292,REF-736776,True,structuring
TXN-1502FFF0318D,ACC-5558,ACC-5094,578267.67,INR,2026-05-30T06:25:11.384286,UPI,BR-190,REF-187896,False,
TXN-BA652377A8D0,ACC-8501,ACC-8937,180475.55,INR,2026-05-24T19:44:17.384286,UPI,BR-857,REF-929961,True,structuring
TXN-7805D36E8567,ACC-7072,ACC-5775,236438.87,INR,2026-05-05T18:54:40.384286,IMPS,BR-645,REF-870793,False,
TXN-FE7573D0823C,ACC-2288,ACC-3928,194867.13,INR,2026-05-11T21:22:07.384286,NEFT,BR-765,REF-795985,False,
TXN-74C8D204B327,ACC-8456,ACC-1668,176563.68,INR,2026-05-15T10:12:06.111559,IMPS,BR-641,REF-241230,True,structuring
TXN-3F9EDE6DD379,ACC-6289,ACC-9559,24173.92,INR,2026-05-16T08:01:57.384286,UPI,BR-790,REF-555291,False,
TXN-BC79C0E423E5,ACC-5093,ACC-5496,4846.58,INR,2026-05-13T05:33:22.384286,RTGS,BR-269,REF-666718,False,
TXN-F19AD455C03C,ACC-2059,ACC-5405,586413.05,INR,2026-05-17T14:29:47.384286,NEFT,BR-293,REF-765059,False,
TXN-E3F10BEAB907,ACC-5044,ACC-8850,5054.51,INR,2026-05-18T17:20:58.384286,CARD,BR-948,REF-878159,False,
TXN-4D2D313434DB,ACC-8973,ACC-3314,38934.07,INR,2026-05-29T01:39:12.384286,NEFT,BR-814,REF-447595,False,
TXN-2615A85CDBE9,ACC-7595,ACC-1404,117232.54,INR,2026-05-15T16:35:11.384286,NEFT,BR-378,REF-910363,True,fan_out_fan_in
TXN-BBA6087C0708,ACC-8229,ACC-5568,17001.21,INR,2026-05-23T01:34:51.384286,RTGS,BR-946,REF-404067,False,
TXN-9A418164BFAC,ACC-5683,ACC-7814,13886.42,INR,2026-05-17T04:05:23.384286,NEFT,BR-653,REF-220979,False,
TXN-08D3325FC195,ACC-1487,ACC-4852,2334330.58,INR,2026-05-26T14:00:07.384286,CARD,BR-148,REF-106312,True,round_trip_layering
TXN-3661D9D027CF,ACC-7791,ACC-5052,378833.48,INR,2026-05-21T11:13:41.384286,RTGS,BR-195,REF-811322,False,
TXN-882B76452418,ACC-8944,ACC-9494,110044.79,INR,2026-05-30T16:21:00.384286,UPI,BR-424,REF-985695,False,
TXN-EFA692CD8981,ACC-9191,ACC-2418,85583.68,INR,2026-05-05T10:56:21.384286,UPI,BR-415,REF-172218,False,
TXN-6B17C82DCB8E,ACC-5106,ACC-5377,6172.18,INR,2026-05-21T02:30:57.384286,CARD,BR-756,REF-285179,False,
TXN-C0B54F0C62D4,ACC-2468,ACC-7095,4259.3,INR,2026-05-27T03:18:01.384286,NEFT,BR-235,REF-322249,False,
TXN-F44C16F80C63,ACC-4970,ACC-4433,69559.21,INR,2026-05-15T15:21:03.384286,NEFT,BR-702,REF-463099,True,fan_out_fan_in
TXN-26F83D88A3EC,ACC-5145,ACC-6983,199108.71,INR,2026-05-22T18:19:35.384286,IMPS,BR-617,REF-757308,True,fan_out_fan_in
TXN-2929F87A28D7,ACC-1168,ACC-3575,65742.78,INR,2026-05-19T05:24:16.384286,IMPS,BR-353,REF-447098,False,
TXN-DB6F661224E8,ACC-9253,ACC-7489,167783.55,INR,2026-05-23T23:35:42.384286,NEFT,BR-639,REF-274597,True,fan_out_fan_in
TXN-A3D564E7700C,ACC-2084,ACC-6835,186875.89,INR,2026-05-17T01:04:25.384286,UPI,BR-442,REF-884634,True,fan_out_fan_in
TXN-94FF97205509,ACC-3280,ACC-4904,259478.67,INR,2026-05-23T16:31:50.384286,NEFT,BR-858,REF-461050,False,
TXN-22AC9D1B0F14,ACC-9090,ACC-5115,423773.13,INR,2026-05-05T00:14:44.384286,RTGS,BR-135,REF-922479,True,fan_out_fan_in
TXN-23E5A001A41A,ACC-5537,ACC-6280,296687.27,INR,2026-05-03T04:13:07.384286,CARD,BR-437,REF-638055,True,fan_out_fan_in
TXN-33DC1F939F18,ACC-2359,ACC-7688,202705.69,INR,2026-05-15T21:36:56.384286,NEFT,BR-982,REF-903818,False,
TXN-E3710F328334,ACC-1603,ACC-2629,40820.59,INR,2026-05-07T09:03:16.384286,UPI,BR-636,REF-161290,False,
TXN-25E275837FF0,ACC-3342,ACC-8241,162404.3,INR,2026-05-29T01:08:50.384286,NEFT,BR-895,REF-112590,True,structuring
TXN-F993C339206D,ACC-3299,ACC-5440,119937.48,INR,2026-05-01T13:27:00.384286,NEFT,BR-882,REF-950253,False,
TXN-328A6F138AAC,ACC-6753,ACC-5550,66213.35,INR,2026-05-30T11:07:45.384286,NEFT,BR-171,REF-324435,False,
TXN-259D0CF2D297,ACC-8257,ACC-3206,151509.61,INR,2026-05-16T00:18:46.384286,NEFT,BR-678,REF-403832,True,structuring
TXN-5653DEAE1B89,ACC-4077,ACC-1869,1685820.09,INR,2026-05-01T02:02:05.384286,IMPS,BR-736,REF-542762,True,fan_out_fan_in
TXN-0925F8FEADAD,ACC-5311,ACC-6896,180642.5,INR,2026-05-21T11:14:19.384286,NEFT,BR-302,REF-118557,True,structuring
TXN-CE6AFBEED8D2,ACC-9230,ACC-1632,1687435.94,INR,2026-05-23T21:24:28.816557,NEFT,BR-303,REF-220691,True,mule_chain
TXN-ADCD89C8C049,ACC-9811,ACC-2941,24032.82,INR,2026-05-13T09:54:15.384286,NEFT,BR-284,REF-889540,False,
TXN-B0B2C71DBFDE,ACC-7289,ACC-5711,101693.99,INR,2026-05-27T19:52:23.384286,UPI,BR-168,REF-335714,False,
TXN-A765E6394500,ACC-2709,ACC-5275,4222567.07,INR,2026-05-28T08:09:08.384286,NEFT,BR-389,REF-309007,True,round_trip_layering
TXN-B6809652CF7A,ACC-9162,ACC-2894,138657.69,INR,2026-05-16T02:25:45.384286,NEFT,BR-369,REF-310072,False,
TXN-1019A125E6E2,ACC-2492,ACC-2535,1591464.06,INR,2026-05-11T10:43:33.384286,UPI,BR-822,REF-626359,True,round_trip_layering
TXN-D0154591B1D3,ACC-3390,ACC-8201,51980.8,INR,2026-05-11T11:32:46.384286,NEFT,BR-280,REF-671239,False,
TXN-6ECEFF3CE280,ACC-6879,ACC-1063,1621965.66,INR,2026-05-06T13:51:27.384286,UPI,BR-828,REF-280172,True,round_trip_layering
TXN-4302E03B0ADF,ACC-6928,ACC-1792,96228.44,INR,2026-05-23T11:49:15.384286,IMPS,BR-276,REF-299226,False,
TXN-12FC4676A072,ACC-6552,ACC-4593,182845.08,INR,2026-05-09T13:13:43.153517,NEFT,BR-888,REF-539449,True,structuring
TXN-85B69A3731AB,ACC-8438,ACC-8305,118511.54,INR,2026-05-13T23:48:33.384286,NEFT,BR-421,REF-269086,False,
TXN-60C86FBF6537,ACC-2901,ACC-9384,1331393.68,INR,2026-05-23T02:46:45.384286,NEFT,BR-586,REF-512311,True,round_trip_layering
TXN-8827366E8260,ACC-2778,ACC-4321,898178.68,INR,2026-05-26T07:20:56.384286,IMPS,BR-241,REF-979431,False,
TXN-080DA509F507,ACC-1987,ACC-7308,69803.92,INR,2026-05-27T23:57:39.384286,NEFT,BR-770,REF-284253,False,
TXN-20106486DED4,ACC-5567,ACC-2736,3452533.76,INR,2026-05-18T11:45:50.384286,NEFT,BR-661,REF-892687,True,round_trip_layering
TXN-385D67BF11F6,ACC-1131,ACC-1807,6341.65,INR,2026-05-01T08:22:06.384286,UPI,BR-763,REF-363513,False,
TXN-5617792AC106,ACC-6728,ACC-1707,2897500.73,INR,2026-05-09T00:19:50.384286,NEFT,BR-708,REF-447321,True,round_trip_layering
TXN-C82B699565E3,ACC-5396,ACC-4348,129167.33,INR,2026-05-02T16:16:24.384286,UPI,BR-774,REF-790737,False,
TXN-8F95DF284F53,ACC-7872,ACC-9269,581201.02,INR,2026-05-09T22:06:52.384286,NEFT,BR-701,REF-639260,True,round_trip_layering
TXN-4A6BDDF2E01D,ACC-3062,ACC-9449,24308.87,INR,2026-05-17T11:48:55.384286,NEFT,BR-257,REF-437965,False,
TXN-5507FBE1A1AF,ACC-3023,ACC-3211,28796.18,INR,2026-05-27T21:14:54.384286,NEFT,BR-566,REF-740519,False,
TXN-8C417B1CDFCC,ACC-9908,ACC-6225,379198.7,INR,2026-05-08T14:19:32.384286,NEFT,BR-437,REF-352420,True,fan_out_fan_in
TXN-85AAE8FDBAEF,ACC-6434,ACC-4217,287862.79,INR,2026-05-27T19:09:24.384286,IMPS,BR-246,REF-652562,True,fan_out_fan_in
TXN-110BF3D4FDCC,ACC-1189,ACC-7413,56683.14,INR,2026-05-11T20:46:05.384286,UPI,BR-234,REF-501809,False,
TXN-E8C4D1C75FE3,ACC-3761,ACC-7346,27927.38,INR,2026-05-03T10:42:54.384286,NEFT,BR-468,REF-718383,False,
TXN-CE4DAD5AE5DC,ACC-7181,ACC-4925,324358.7,INR,2026-05-09T05:32:57.384286,UPI,BR-796,REF-196489,True,fan_out_fan_in
TXN-478CDDEFA8FD,ACC-4861,ACC-8435,11302.18,INR,2026-05-09T23:09:12.384286,UPI,BR-768,REF-372797,False,
TXN-7B05A7B8A9C7,ACC-9464,ACC-5195,2981953.67,INR,2026-05-04T04:57:58.384286,NEFT,BR-130,REF-367827,True,round_trip_layering
TXN-5CBD46B7035D,ACC-6355,ACC-2531,496530.69,INR,2026-05-14T06:57:30.384286,NEFT,BR-123,REF-517875,True,fan_out_fan_in
TXN-CE801D9DDC05,ACC-5549,ACC-8640,79070.15,INR,2026-05-21T12:33:34.384286,NEFT,BR-886,REF-381487,False,
TXN-9B0356014210,ACC-2833,ACC-4449,673413.37,INR,2026-05-04T19:17:36.384286,IMPS,BR-676,REF-535187,False,
TXN-DD6BBBA2C557,ACC-7679,ACC-3737,172213.59,INR,2026-05-17T20:07:50.384286,NEFT,BR-458,REF-933982,True,structuring
TXN-78DCF4FFAD82,ACC-8359,ACC-7239,3155387.71,INR,2026-05-24T12:24:07.384286,NEFT,BR-247,REF-763977,True,round_trip_layering
TXN-41D616CCDE8A,ACC-6087,ACC-6211,181405.97,INR,2026-05-24T17:58:48.384286,IMPS,BR-720,REF-797131,False,
TXN-A2DC2CC07235,ACC-6213,ACC-6237,23183.42,INR,2026-05-14T19:40:02.384286,NEFT,BR-529,REF-843888,False,
TXN-56707DFE39FF,ACC-2622,ACC-6993,188724.85,INR,2026-05-18T03:55:25.384286,UPI,BR-201,REF-100612,False,
TXN-A24495D88A2B,ACC-4341,ACC-4838,6304126.32,INR,2026-05-25T07:30:09.384286,NEFT,BR-536,REF-140647,True,round_trip_layering
TXN-AEAD0D93E7D5,ACC-2835,ACC-2817,167390.94,INR,2026-05-03T21:40:09.384286,NEFT,BR-845,REF-718502,True,structuring
TXN-1BF9F8F834EC,ACC-7558,ACC-7037,1445577.13,INR,2026-05-10T02:37:20.384286,NEFT,BR-920,REF-773665,False,
TXN-A090DC565CFC,ACC-1794,ACC-3508,170802.04,INR,2026-05-26T11:28:50.384286,IMPS,BR-214,REF-820529,True,structuring
TXN-05330A2A3177,ACC-7258,ACC-7780,89879.87,INR,2026-05-09T14:21:00.384286,CARD,BR-400,REF-824072,False,
TXN-40A0EE7E21BA,ACC-4091,ACC-9755,404181.03,INR,2026-05-27T15:26:35.384286,NEFT,BR-502,REF-841335,False,
TXN-28C4DCD71C46,ACC-8969,ACC-6281,504720.53,INR,2026-05-21T09:38:20.384286,IMPS,BR-754,REF-254968,True,fan_out_fan_in
TXN-7953FB98382F,ACC-9564,ACC-1183,1342058.57,INR,2026-05-23T14:25:37.075117,UPI,BR-971,REF-498229,True,mule_chain
TXN-3F5126B4A504,ACC-2991,ACC-1832,164871.1,INR,2026-05-26T10:30:35.098572,IMPS,BR-736,REF-926388,True,structuring
TXN-F77C3F0F3F65,ACC-2244,ACC-3051,49321.79,INR,2026-05-02T13:44:55.384286,UPI,BR-829,REF-478627,False,
TXN-5DC75D12D6FC,ACC-2481,ACC-7945,3304321.36,INR,2026-05-05T03:29:10.384286,UPI,BR-160,REF-745320,True,round_trip_layering
TXN-AC45C593668E,ACC-5928,ACC-8067,5272.46,INR,2026-05-09T15:09:09.384286,RTGS,BR-152,REF-822332,False,
TXN-9DDA6D69DDB5,ACC-9627,ACC-9765,378741.17,INR,2026-05-21T04:50:11.384286,UPI,BR-813,REF-758352,False,
TXN-4B5540EE85FF,ACC-5913,ACC-8154,350289.68,INR,2026-05-23T20:05:27.384286,UPI,BR-272,REF-113720,False,
TXN-5668E71AFCB9,ACC-5913,ACC-1989,35572.21,INR,2026-05-04T09:29:20.384286,UPI,BR-625,REF-749993,False,
TXN-91C4D5B7DA35,ACC-1650,ACC-7864,238830.53,INR,2026-05-17T17:40:30.384286,IMPS,BR-190,REF-772265,False,
TXN-B2D2480B5402,ACC-2751,ACC-8670,2053838.88,INR,2026-05-27T11:21:50.384286,UPI,BR-326,REF-726447,False,
TXN-088546DFD1C9,ACC-1262,ACC-2479,172895.08,INR,2026-05-10T10:22:49.384286,NEFT,BR-458,REF-321139,False,
TXN-31C39BC5A271,ACC-7722,ACC-3543,192458.27,INR,2026-05-23T14:09:49.384286,UPI,BR-400,REF-611959,False,
TXN-243BB73F1AFA,ACC-1765,ACC-8310,10475.49,INR,2026-05-26T20:46:16.384286,NEFT,BR-407,REF-961424,False,
TXN-309539CC790A,ACC-3850,ACC-9562,563027.37,INR,2026-05-04T11:14:44.384286,UPI,BR-447,REF-181959,True,fan_out_fan_in
TXN-7A00A91D3EAF,ACC-6108,ACC-6380,1610470.78,INR,2026-05-16T05:16:35.384286,IMPS,BR-558,REF-747324,True,dormant_activation
TXN-2B4C7B462B24,ACC-8175,ACC-6558,67408.99,INR,2026-05-19T00:50:21.384286,NEFT,BR-263,REF-181845,False,
TXN-B9E83D7A7222,ACC-6346,ACC-6639,9563.35,INR,2026-05-01T01:02:10.384286,RTGS,BR-131,REF-868907,False,
TXN-4DB198DC5D99,ACC-9502,ACC-4221,240679.7,INR,2026-05-12T20:14:59.384286,NEFT,BR-422,REF-970643,False,
TXN-204922D07645,ACC-4471,ACC-3790,198173.72,INR,2026-05-29T13:42:27.384286,NEFT,BR-417,REF-309877,False,
TXN-68FB40C8F650,ACC-9373,ACC-4922,6843.6,INR,2026-05-04T18:05:19.384286,UPI,BR-923,REF-107598,False,
TXN-7E1807F11C44,ACC-2231,ACC-5383,18857.89,INR,2026-05-18T18:09:01.384286,UPI,BR-920,REF-327661,False,
TXN-D6A4D0B16C53,ACC-2272,ACC-6383,1984062.61,INR,2026-05-21T12:06:51.384286,NEFT,BR-372,REF-672317,True,round_trip_layering
TXN-09C630FC8C56,ACC-9587,ACC-2052,81050.27,INR,2026-05-24T12:09:38.384286,NEFT,BR-890,REF-236621,False,
TXN-B53C672F5B76,ACC-9390,ACC-9426,42708.37,INR,2026-05-02T17:09:56.384286,NEFT,BR-948,REF-395112,False,
TXN-2D3BDABE6FC3,ACC-9338,ACC-5581,67365.18,INR,2026-05-23T01:57:54.384286,UPI,BR-298,REF-772833,False,
TXN-9527D2A38F81,ACC-1966,ACC-3091,9497.49,INR,2026-05-01T15:23:32.384286,IMPS,BR-289,REF-143247,False,
TXN-EBB31F9DB85E,ACC-7976,ACC-4711,18305.9,INR,2026-05-07T21:07:44.384286,NEFT,BR-961,REF-104674,False,
TXN-5A9CD3508A38,ACC-2750,ACC-7926,1787412.23,INR,2026-05-12T15:00:38.548088,UPI,BR-518,REF-187053,True,mule_chain
TXN-936DA8B053CD,ACC-2380,ACC-1067,1705954.32,INR,2026-05-25T21:40:57.384286,IMPS,BR-944,REF-225290,False,
TXN-737A23FCD3A1,ACC-9681,ACC-5207,117274.82,INR,2026-05-03T13:05:42.384286,NEFT,BR-501,REF-809981,False,
TXN-455F02DD3194,ACC-4495,ACC-5337,22441.02,INR,2026-05-20T22:11:45.384286,CARD,BR-634,REF-580483,False,
TXN-8DF2CF81DF68,ACC-7435,ACC-9211,184329.75,INR,2026-05-26T01:46:25.384286,IMPS,BR-865,REF-246784,True,fan_out_fan_in
TXN-3DEF27D455C5,ACC-5909,ACC-9044,4402.16,INR,2026-05-23T03:14:38.384286,IMPS,BR-416,REF-399663,False,
TXN-344805E46FF9,ACC-8993,ACC-8569,25133.04,INR,2026-05-05T09:32:24.384286,NEFT,BR-897,REF-999803,False,
TXN-06EAD5D6ACC8,ACC-7976,ACC-2746,152579.28,INR,2026-05-11T11:22:43.111559,UPI,BR-373,REF-770994,True,structuring
TXN-A9234C2DFA45,ACC-4216,ACC-4098,185358.4,INR,2026-05-22T10:11:43.384286,IMPS,BR-219,REF-671535,True,fan_out_fan_in
TXN-129A995BD495,ACC-3582,ACC-7263,168876.41,INR,2026-05-08T16:29:03.384286,NEFT,BR-811,REF-699661,True,structuring
TXN-C372055541DC,ACC-9012,ACC-4406,864564.33,INR,2026-05-06T14:07:07.384286,NEFT,BR-699,REF-738020,True,dormant_activation
TXN-D8EDA5FC9FDF,ACC-7881,ACC-7433,425503.36,INR,2026-05-27T13:04:40.384286,IMPS,BR-238,REF-887470,True,fan_out_fan_in
TXN-71FF9398932E,ACC-7902,ACC-9904,6885.71,INR,2026-05-07T07:42:31.384286,UPI,BR-419,REF-528633,False,
TXN-1763C2BC6EFB,ACC-3231,ACC-7868,63829.06,INR,2026-05-21T08:26:06.384286,UPI,BR-879,REF-190995,False,
TXN-E2185BFEFCB0,ACC-5249,ACC-5963,105331.82,INR,2026-05-29T19:57:39.384286,IMPS,BR-616,REF-548678,False,
TXN-026D3F7E31A9,ACC-9041,ACC-6353,2173299.53,INR,2026-05-19T15:15:12.384286,NEFT,BR-143,REF-904808,True,round_trip_layering
TXN-71CD227BD7F7,ACC-1097,ACC-7029,13075.33,INR,2026-05-19T04:52:42.384286,NEFT,BR-170,REF-611125,False,
TXN-8800B871A02A,ACC-9912,ACC-1434,652504.94,INR,2026-05-12T16:29:21.384286,NEFT,BR-739,REF-649518,True,fan_out_fan_in
TXN-293C8237FB4B,ACC-1573,ACC-4896,186747.09,INR,2026-05-19T14:48:46.384286,UPI,BR-992,REF-800135,True,structuring
TXN-0FEAB7622DAB,ACC-7342,ACC-3895,29400.19,INR,2026-05-22T20:49:46.384286,NEFT,BR-883,REF-161159,False,
TXN-5AF141A35E29,ACC-3664,ACC-6647,3548456.34,INR,2026-05-07T09:39:17.384286,NEFT,BR-811,REF-538722,True,round_trip_layering
TXN-B4F9F73A02C2,ACC-9729,ACC-6890,10480.52,INR,2026-05-09T15:21:15.384286,NEFT,BR-890,REF-448378,False,
TXN-7B8955ED4205,ACC-3954,ACC-3339,158061.26,INR,2026-05-14T06:23:09.384286,NEFT,BR-831,REF-621198,True,structuring
TXN-810B44F140BE,ACC-7806,ACC-8406,5655.68,INR,2026-05-25T16:12:43.384286,RTGS,BR-202,REF-462449,False,
TXN-9652A9D60340,ACC-4924,ACC-3630,56524.98,INR,2026-05-26T22:41:25.384286,NEFT,BR-176,REF-952579,False,
TXN-7AAA69657D43,ACC-6555,ACC-4002,140974.91,INR,2026-05-12T09:12:54.384286,RTGS,BR-419,REF-835771,False,
TXN-DB92492EBD99,ACC-4983,ACC-2007,1636720.4,INR,2026-05-12T02:15:48.721877,RTGS,BR-890,REF-714604,True,mule_chain
TXN-A00C7E601CFE,ACC-5311,ACC-4078,183921.43,INR,2026-05-20T19:14:19.384286,NEFT,BR-892,REF-474946,True,structuring
TXN-C88A65D4FF33,ACC-4454,ACC-7596,159276.99,INR,2026-05-16T11:40:04.384286,IMPS,BR-914,REF-469750,True,fan_out_fan_in
TXN-7EF20A388E94,ACC-6558,ACC-2809,63207.76,INR,2026-05-26T09:34:39.384286,NEFT,BR-685,REF-171686,True,fan_out_fan_in
TXN-AED05981E8A1,ACC-7406,ACC-4781,40662.52,INR,2026-05-05T23:10:51.384286,IMPS,BR-892,REF-295394,False,
TXN-FB2F7D1BEDE2,ACC-2018,ACC-4022,179944.14,INR,2026-05-11T13:34:22.202468,NEFT,BR-934,REF-949810,True,structuring
TXN-956074B00968,ACC-7233,ACC-9103,106049.2,INR,2026-05-02T05:15:04.384286,CARD,BR-494,REF-683320,False,
TXN-3E6B356992B7,ACC-7103,ACC-2920,52116.39,INR,2026-05-17T16:48:55.384286,NEFT,BR-346,REF-627911,False,
TXN-E7D6D270651F,ACC-8060,ACC-5897,135620.04,INR,2026-05-04T01:40:35.384286,UPI,BR-803,REF-846472,True,fan_out_fan_in
TXN-B813B4D61FFF,ACC-4510,ACC-7802,26712.94,INR,2026-05-23T09:56:23.384286,UPI,BR-181,REF-234265,False,
TXN-1B14102973A9,ACC-7467,ACC-9930,130203.83,INR,2026-05-10T23:17:12.384286,NEFT,BR-173,REF-877153,True,fan_out_fan_in
TXN-2EF59DA657DA,ACC-5622,ACC-2946,5833988.94,INR,2026-05-09T06:50:24.384286,NEFT,BR-188,REF-993888,True,round_trip_layering
TXN-4579D9B73BA6,ACC-9442,ACC-3410,1632677.05,INR,2026-05-15T19:35:04.384286,UPI,BR-520,REF-430075,True,dormant_activation
TXN-73153F6F84DB,ACC-3009,ACC-1205,387264.31,INR,2026-05-04T00:13:23.384286,NEFT,BR-707,REF-124529,False,
TXN-8111F7F51333,ACC-4101,ACC-2987,162588.96,INR,2026-05-12T16:36:24.955715,UPI,BR-535,REF-215882,True,structuring
TXN-35C1ECCC9764,ACC-4821,ACC-2538,1831377.33,INR,2026-05-04T18:32:25.384286,UPI,BR-137,REF-548670,True,round_trip_layering
TXN-3153C18D747D,ACC-8600,ACC-7753,16713.33,INR,2026-05-27T14:16:15.384286,UPI,BR-205,REF-431142,False,
TXN-3C4D04A56B78,ACC-4417,ACC-7187,1283066.24,INR,2026-05-26T05:08:16.384286,CARD,BR-915,REF-711131,True,dormant_activation
TXN-AE516B5696C0,ACC-1485,ACC-8817,1343738.47,INR,2026-05-07T16:09:49.384286,NEFT,BR-180,REF-402724,True,dormant_activation
TXN-192A55CE6F28,ACC-2163,ACC-5658,9758.45,INR,2026-05-01T15:37:26.384286,IMPS,BR-853,REF-424419,False,
TXN-85784F2038F8,ACC-5991,ACC-7692,172469.87,INR,2026-05-06T23:12:25.384286,IMPS,BR-818,REF-554185,True,structuring
TXN-AE7EB52330A1,ACC-3383,ACC-4091,1347375.97,INR,2026-05-08T08:24:53.384286,RTGS,BR-608,REF-886038,True,round_trip_layering
TXN-F2BA32A4EA27,ACC-1343,ACC-7570,315110.97,INR,2026-05-27T01:54:24.384286,NEFT,BR-691,REF-560841,False,
TXN-E88E022AAD7C,ACC-3030,ACC-6060,97389.07,INR,2026-05-22T15:25:16.384286,RTGS,BR-548,REF-178229,False,
TXN-3F70D7A77EE8,ACC-1062,ACC-9053,906750.45,INR,2026-05-23T17:51:31.717718,UPI,BR-546,REF-662841,True,mule_chain
TXN-680DFFD8329E,ACC-4964,ACC-8603,21677.44,INR,2026-05-14T03:08:10.384286,NEFT,BR-360,REF-783224,False,
TXN-CD1B4D09DBCC,ACC-9731,ACC-3288,52864.22,INR,2026-05-28T18:52:59.384286,NEFT,BR-482,REF-413722,False,
TXN-8D0501147ACB,ACC-9172,ACC-9530,6569.91,INR,2026-05-11T08:15:20.384286,UPI,BR-979,REF-218596,False,
TXN-B3855E3CB586,ACC-7989,ACC-9493,447606.67,INR,2026-05-19T11:25:25.384286,UPI,BR-801,REF-594509,True,fan_out_fan_in
TXN-821420585359,ACC-2563,ACC-2645,13818.86,INR,2026-05-04T03:27:07.384286,NEFT,BR-170,REF-552442,False,
TXN-F2D52FD58B23,ACC-4404,ACC-4018,438290.91,INR,2026-05-14T01:26:36.384286,RTGS,BR-125,REF-716322,True,fan_out_fan_in
TXN-98BB743F682F,ACC-8268,ACC-7234,174507.26,INR,2026-05-13T00:21:18.384286,UPI,BR-804,REF-453211,True,structuring
TXN-9926E298B718,ACC-5124,ACC-9294,40426.4,INR,2026-05-08T00:52:10.384286,RTGS,BR-292,REF-956832,False,
TXN-CD0AFC4FE877,ACC-7226,ACC-6961,169301.77,INR,2026-05-21T22:08:11.384286,NEFT,BR-816,REF-642504,True,structuring
